event,label,time_month
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.31
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.31
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.31
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.31
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.31
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.31
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.31
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.29
sandy,fake,2012.10.30
sandy,fake,2012.10.30
sandy,fake,2012.10.29
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.05
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.05
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.10.31
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.10.31
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.10.31
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.05
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.10.31
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.10.31
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.10.31
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.10.31
sandy,fake,2012.10.31
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.10.31
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.05
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.03
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.01
sandy,fake,2012.11.04
sandy,fake,2012.11.04
sandy,fake,2012.11.03
sandy,fake,2012.11.01
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.02
sandy,fake,2012.11.04
sandy,fake,2012.11.02
sandy,fake,2012.11.01
